PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Child,Fare_per_Age,Title,PricePerPax
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28.0,0,0,110564,26.55,S,False,0.9482142857142858,Mr,26.55
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,28.0,1,0,376564,16.1,S,False,0.5750000000000001,Mrs,8.05
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,1,0,SC/AH 3085,26.0,S,False,0.6190476190476191,Mrs,13.0
434,0,3,"Kallio, Mr. Nikolai Erland",male,17.0,0,0,STON/O 2. 3101274,7.125,S,False,0.41911764705882354,Mr,7.125
435,0,1,"Silvey, Mr. William Baird",male,50.0,1,0,13507,55.9,S,False,1.1179999999999999,Mr,27.95
436,1,1,"Carter, Miss. Lucile Polk",female,14.0,1,2,113760,120.0,S,True,8.571428571428571,Miss,30.0
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.0,2,2,W./C. 6608,34.375,S,False,1.6369047619047619,Miss,6.875
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,2,3,29106,18.75,S,False,0.78125,Mrs,3.125
439,0,1,"Fortune, Mr. Mark",male,64.0,1,4,19950,263.0,S,False,4.109375,Mr,43.833333333333336
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,0,0,C.A. 18723,10.5,S,False,0.3387096774193548,Mr,10.5
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,1,1,F.C.C. 13529,26.25,S,False,0.5833333333333334,Mrs,8.75
442,0,3,"Hampe, Mr. Leon",male,20.0,0,0,345769,9.5,S,False,0.475,Mr,9.5
443,0,3,"Petterson, Mr. Johan Emil",male,25.0,1,0,347076,7.775,S,False,0.311,Mr,3.8875
444,1,2,"Reynaldo, Ms. Encarnacion",female,28.0,0,0,230434,13.0,S,False,0.4642857142857143,Ms,13.0
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",male,28.0,0,0,65306,8.1125,S,False,0.2897321428571429,Mr,8.1125
446,1,1,"Dodge, Master. Washington",male,4.0,0,2,33638,81.8583,S,True,20.464575,Master,27.2861
447,1,2,"Mellinger, Miss. Madeleine Violet",female,13.0,0,1,250644,19.5,S,True,1.5,Miss,9.75
448,1,1,"Seward, Mr. Frederic Kimber",male,34.0,0,0,113794,26.55,S,False,0.7808823529411765,Mr,26.55
449,1,3,"Baclini, Miss. Marie Catherine",female,5.0,2,1,2666,19.2583,C,True,3.85166,Miss,4.814575
450,1,1,"Peuchen, Major. Arthur Godfrey",male,52.0,0,0,113786,30.5,S,False,0.5865384615384616,Major,30.5
451,0,2,"West, Mr. Edwy Arthur",male,36.0,1,2,C.A. 34651,27.75,S,False,0.7708333333333334,Mr,6.9375
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",male,28.0,1,0,65303,19.9667,S,False,0.7130964285714285,Mr,9.98335
453,0,1,"Foreman, Mr. Benjamin Laventall",male,30.0,0,0,113051,27.75,C,False,0.925,Mr,27.75
454,1,1,"Goldenberg, Mr. Samuel L",male,49.0,1,0,17453,89.1042,C,False,1.81845306122449,Mr,44.5521
455,0,3,"Peduzzi, Mr. Joseph",male,28.0,0,0,A/5 2817,8.05,S,False,0.28750000000000003,Mr,8.05
456,1,3,"Jalsevac, Mr. Ivan",male,29.0,0,0,349240,7.8958,C,False,0.2722689655172414,Mr,7.8958
457,0,1,"Millet, Mr. Francis Davis",male,65.0,0,0,13509,26.55,S,False,0.4084615384615385,Mr,26.55
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",female,28.0,1,0,17464,51.8625,S,False,1.8522321428571427,Mrs,25.93125
459,1,2,"Toomey, Miss. Ellen",female,50.0,0,0,F.C.C. 13531,10.5,S,False,0.21,Miss,10.5
460,0,3,"O'Connor, Mr. Maurice",male,28.0,0,0,371060,7.75,Q,False,0.2767857142857143,Mr,7.75
461,1,1,"Anderson, Mr. Harry",male,48.0,0,0,19952,26.55,S,False,0.553125,Mr,26.55
462,0,3,"Morley, Mr. William",male,34.0,0,0,364506,8.05,S,False,0.23676470588235296,Mr,8.05
463,0,1,"Gee, Mr. Arthur H",male,47.0,0,0,111320,38.5,S,False,0.8191489361702128,Mr,38.5
464,0,2,"Milling, Mr. Jacob Christian",male,48.0,0,0,234360,13.0,S,False,0.2708333333333333,Mr,13.0
465,0,3,"Maisner, Mr. Simon",male,28.0,0,0,A/S 2816,8.05,S,False,0.28750000000000003,Mr,8.05
466,0,3,"Goncalves, Mr. Manuel Estanslas",male,38.0,0,0,SOTON/O.Q. 3101306,7.05,S,False,0.18552631578947368,Mr,7.05
467,0,2,"Campbell, Mr. William",male,28.0,0,0,239853,0.0,S,False,0.0,Mr,0.0
468,0,1,"Smart, Mr. John Montgomery",male,56.0,0,0,113792,26.55,S,False,0.4741071428571429,Mr,26.55
469,0,3,"Scanlan, Mr. James",male,28.0,0,0,36209,7.725,Q,False,0.2758928571428571,Mr,7.725
470,1,3,"Baclini, Miss. Helene Barbara",female,0.75,2,1,2666,19.2583,C,True,25.677733333333332,Miss,4.814575
471,0,3,"Keefe, Mr. Arthur",male,28.0,0,0,323592,7.25,S,False,0.25892857142857145,Mr,7.25
472,0,3,"Cacic, Mr. Luka",male,38.0,0,0,315089,8.6625,S,False,0.22796052631578947,Mr,8.6625
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0,1,2,C.A. 34651,27.75,S,False,0.8409090909090909,Mrs,6.9375
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,0,0,SC/AH Basle 541,13.7917,C,False,0.5996391304347827,Mrs,13.7917
475,0,3,"Strandberg, Miss. Ida Sofia",female,22.0,0,0,7553,9.8375,S,False,0.44715909090909095,Miss,9.8375
476,0,1,"Clifford, Mr. George Quincy",male,28.0,0,0,110465,52.0,S,False,1.8571428571428572,Mr,52.0
477,0,2,"Renouf, Mr. Peter Henry",male,34.0,1,0,31027,21.0,S,False,0.6176470588235294,Mr,10.5
478,0,3,"Braund, Mr. Lewis Richard",male,29.0,1,0,3460,7.0458,S,False,0.24295862068965518,Mr,3.5229
479,0,3,"Karlsson, Mr. Nils August",male,22.0,0,0,350060,7.5208,S,False,0.34185454545454547,Mr,7.5208
480,1,3,"Hirvonen, Miss. Hildur E",female,2.0,0,1,3101298,12.2875,S,True,6.14375,Miss,6.14375
481,0,3,"Goodwin, Master. Harold Victor",male,9.0,5,2,CA 2144,46.9,S,True,5.211111111111111,Master,5.8625
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",male,28.0,0,0,239854,0.0,S,False,0.0,Mr,0.0
483,0,3,"Rouse, Mr. Richard Henry",male,50.0,0,0,A/5 3594,8.05,S,False,0.161,Mr,8.05
484,1,3,"Turkula, Mrs. (Hedwig)",female,63.0,0,0,4134,9.5875,S,False,0.1521825396825397,Mrs,9.5875
485,1,1,"Bishop, Mr. Dickinson H",male,25.0,1,0,11967,91.0792,C,False,3.643168,Mr,45.5396
486,0,3,"Lefebre, Miss. Jeannie",female,28.0,3,1,4133,25.4667,S,False,0.909525,Miss,5.0933399999999995
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.0,1,0,19943,90.0,S,False,2.5714285714285716,Mrs,45.0
488,0,1,"Kent, Mr. Edward Austin",male,58.0,0,0,11771,29.7,C,False,0.5120689655172413,Mr,29.7
489,0,3,"Somerton, Mr. Francis William",male,30.0,0,0,A.5. 18509,8.05,S,False,0.26833333333333337,Mr,8.05
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,1,1,C.A. 37671,15.9,S,True,1.7666666666666666,Master,5.3
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,28.0,1,0,65304,19.9667,S,False,0.7130964285714285,Mr,9.98335
492,0,3,"Windelov, Mr. Einar",male,21.0,0,0,SOTON/OQ 3101317,7.25,S,False,0.34523809523809523,Mr,7.25
493,0,1,"Molson, Mr. Harry Markland",male,55.0,0,0,113787,30.5,S,False,0.5545454545454546,Mr,30.5
494,0,1,"Artagaveytia, Mr. Ramon",male,71.0,0,0,PC 17609,49.5042,C,False,0.6972422535211267,Mr,49.5042
495,0,3,"Stanley, Mr. Edward Roland",male,21.0,0,0,A/4 45380,8.05,S,False,0.38333333333333336,Mr,8.05
496,0,3,"Yousseff, Mr. Gerious",male,28.0,0,0,2627,14.4583,C,False,0.5163678571428572,Mr,14.4583
497,1,1,"Eustis, Miss. Elizabeth Mussey",female,54.0,1,0,36947,78.2667,C,False,1.4493833333333332,Miss,39.13335
498,0,3,"Shellard, Mr. Frederick William",male,28.0,0,0,C.A. 6212,15.1,S,False,0.5392857142857143,Mr,15.1
499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25.0,1,2,113781,151.55,S,False,6.062,Mrs,37.8875
500,0,3,"Svensson, Mr. Olof",male,24.0,0,0,350035,7.7958,S,False,0.324825,Mr,7.7958
501,0,3,"Calic, Mr. Petar",male,17.0,0,0,315086,8.6625,S,False,0.5095588235294117,Mr,8.6625
502,0,3,"Canavan, Miss. Mary",female,21.0,0,0,364846,7.75,Q,False,0.36904761904761907,Miss,7.75
503,0,3,"O'Sullivan, Miss. Bridget Mary",female,28.0,0,0,330909,7.6292,Q,False,0.2724714285714286,Miss,7.6292
504,0,3,"Laitinen, Miss. Kristina Sofia",female,37.0,0,0,4135,9.5875,S,False,0.2591216216216216,Miss,9.5875
505,1,1,"Maioni, Miss. Roberta",female,16.0,0,0,110152,86.5,S,False,5.40625,Miss,86.5
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",male,18.0,1,0,PC 17758,108.9,C,False,6.050000000000001,Mr,54.45
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,0,2,26360,26.0,S,False,0.7878787878787878,Mrs,8.666666666666666
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,28.0,0,0,111427,26.55,S,False,0.9482142857142858,Mr,26.55
509,0,3,"Olsen, Mr. Henry Margido",male,28.0,0,0,C 4001,22.525,S,False,0.8044642857142856,Mr,22.525
510,1,3,"Lang, Mr. Fang",male,26.0,0,0,1601,56.4958,S,False,2.1729153846153846,Mr,56.4958
511,1,3,"Daly, Mr. Eugene Patrick",male,29.0,0,0,382651,7.75,Q,False,0.2672413793103448,Mr,7.75
512,0,3,"Webber, Mr. James",male,28.0,0,0,SOTON/OQ 3101316,8.05,S,False,0.28750000000000003,Mr,8.05
513,1,1,"McGough, Mr. James Robert",male,36.0,0,0,PC 17473,26.2875,S,False,0.7302083333333333,Mr,26.2875
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.0,1,0,PC 17603,59.4,C,False,1.0999999999999999,Mrs,29.7
515,0,3,"Coleff, Mr. Satio",male,24.0,0,0,349209,7.4958,S,False,0.312325,Mr,7.4958
516,0,1,"Walker, Mr. William Anderson",male,47.0,0,0,36967,34.0208,S,False,0.7238468085106383,Mr,34.0208
517,1,2,"Lemore, Mrs. (Amelia Milley)",female,34.0,0,0,C.A. 34260,10.5,S,False,0.3088235294117647,Mrs,10.5
518,0,3,"Ryan, Mr. Patrick",male,28.0,0,0,371110,24.15,Q,False,0.8624999999999999,Mr,24.15
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0,1,0,226875,26.0,S,False,0.7222222222222222,Mrs,13.0
520,0,3,"Pavlovic, Mr. Stefo",male,32.0,0,0,349242,7.8958,S,False,0.24674375,Mr,7.8958
521,1,1,"Perreault, Miss. Anne",female,30.0,0,0,12749,93.5,S,False,3.1166666666666667,Miss,93.5
522,0,3,"Vovk, Mr. Janko",male,22.0,0,0,349252,7.8958,S,False,0.3589,Mr,7.8958
523,0,3,"Lahoud, Mr. Sarkis",male,28.0,0,0,2624,7.225,C,False,0.25803571428571426,Mr,7.225
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44.0,0,1,111361,57.9792,C,False,1.317709090909091,Mrs,28.9896
525,0,3,"Kassem, Mr. Fared",male,28.0,0,0,2700,7.2292,C,False,0.2581857142857143,Mr,7.2292
526,0,3,"Farrell, Mr. James",male,40.5,0,0,367232,7.75,Q,False,0.19135802469135801,Mr,7.75
527,1,2,"Ridsdale, Miss. Lucy",female,50.0,0,0,W./C. 14258,10.5,S,False,0.21,Miss,10.5
528,0,1,"Farthing, Mr. John",male,28.0,0,0,PC 17483,221.7792,S,False,7.920685714285715,Mr,221.7792
529,0,3,"Salonen, Mr. Johan Werner",male,39.0,0,0,3101296,7.925,S,False,0.2032051282051282,Mr,7.925
530,0,2,"Hocking, Mr. Richard George",male,23.0,2,1,29104,11.5,S,False,0.5,Mr,2.875
531,1,2,"Quick, Miss. Phyllis May",female,2.0,1,1,26360,26.0,S,True,13.0,Miss,8.666666666666666
532,0,3,"Toufik, Mr. Nakli",male,28.0,0,0,2641,7.2292,C,False,0.2581857142857143,Mr,7.2292
533,0,3,"Elias, Mr. Joseph Jr",male,17.0,1,1,2690,7.2292,C,False,0.42524705882352937,Mr,2.409733333333333
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,28.0,0,2,2668,22.3583,C,False,0.7985107142857143,Mrs,7.452766666666666
535,0,3,"Cacic, Miss. Marija",female,30.0,0,0,315084,8.6625,S,False,0.28875,Miss,8.6625
536,1,2,"Hart, Miss. Eva Miriam",female,7.0,0,2,F.C.C. 13529,26.25,S,True,3.75,Miss,8.75
537,0,1,"Butt, Major. Archibald Willingham",male,45.0,0,0,113050,26.55,S,False,0.59,Major,26.55
538,1,1,"LeRoy, Miss. Bertha",female,30.0,0,0,PC 17761,106.425,C,False,3.5475,Miss,106.425
539,0,3,"Risien, Mr. Samuel Beard",male,28.0,0,0,364498,14.5,S,False,0.5178571428571429,Mr,14.5
540,1,1,"Frolicher, Miss. Hedwig Margaritha",female,22.0,0,2,13568,49.5,C,False,2.25,Miss,16.5
541,1,1,"Crosby, Miss. Harriet R",female,36.0,0,2,WE/P 5735,71.0,S,False,1.9722222222222223,Miss,23.666666666666668
542,0,3,"Andersson, Miss. Ingeborg Constanzia",female,9.0,4,2,347082,31.275,S,True,3.4749999999999996,Miss,4.4678571428571425
543,0,3,"Andersson, Miss. Sigrid Elisabeth",female,11.0,4,2,347082,31.275,S,True,2.8431818181818183,Miss,4.4678571428571425
544,1,2,"Beane, Mr. Edward",male,32.0,1,0,2908,26.0,S,False,0.8125,Mr,13.0
545,0,1,"Douglas, Mr. Walter Donald",male,50.0,1,0,PC 17761,106.425,C,False,2.1285,Mr,53.2125
546,0,1,"Nicholson, Mr. Arthur Ernest",male,64.0,0,0,693,26.0,S,False,0.40625,Mr,26.0
547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",female,19.0,1,0,2908,26.0,S,False,1.368421052631579,Mrs,13.0
548,1,2,"Padro y Manent, Mr. Julian",male,28.0,0,0,SC/PARIS 2146,13.8625,C,False,0.49508928571428573,Mr,13.8625
549,0,3,"Goldsmith, Mr. Frank John",male,33.0,1,1,363291,20.525,S,False,0.621969696969697,Mr,6.841666666666666
550,1,2,"Davies, Master. John Morgan Jr",male,8.0,1,1,C.A. 33112,36.75,S,True,4.59375,Master,12.25
551,1,1,"Thayer, Mr. John Borland Jr",male,17.0,0,2,17421,110.8833,C,False,6.5225470588235295,Mr,36.9611
552,0,2,"Sharp, Mr. Percival James R",male,27.0,0,0,244358,26.0,S,False,0.9629629629629629,Mr,26.0
553,0,3,"O'Brien, Mr. Timothy",male,28.0,0,0,330979,7.8292,Q,False,0.2796142857142857,Mr,7.8292
554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22.0,0,0,2620,7.225,C,False,0.3284090909090909,Mr,7.225
555,1,3,"Ohman, Miss. Velin",female,22.0,0,0,347085,7.775,S,False,0.35340909090909095,Miss,7.775
556,0,1,"Wright, Mr. George",male,62.0,0,0,113807,26.55,S,False,0.4282258064516129,Mr,26.55
557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48.0,1,0,11755,39.6,C,False,0.8250000000000001,Lady,19.8
558,0,1,"Robbins, Mr. Victor",male,28.0,0,0,PC 17757,227.525,C,False,8.125892857142857,Mr,227.525
559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39.0,1,1,110413,79.65,S,False,2.0423076923076926,Mrs,26.55
560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36.0,1,0,345572,17.4,S,False,0.4833333333333333,Mrs,8.7
561,0,3,"Morrow, Mr. Thomas Rowan",male,28.0,0,0,372622,7.75,Q,False,0.2767857142857143,Mr,7.75
562,0,3,"Sivic, Mr. Husein",male,40.0,0,0,349251,7.8958,S,False,0.19739500000000001,Mr,7.8958
563,0,2,"Norman, Mr. Robert Douglas",male,28.0,0,0,218629,13.5,S,False,0.48214285714285715,Mr,13.5
564,0,3,"Simmons, Mr. John",male,28.0,0,0,SOTON/OQ 392082,8.05,S,False,0.28750000000000003,Mr,8.05
565,0,3,"Meanwell, Miss. (Marion Ogden)",female,28.0,0,0,SOTON/O.Q. 392087,8.05,S,False,0.28750000000000003,Miss,8.05
566,0,3,"Davies, Mr. Alfred J",male,24.0,2,0,A/4 48871,24.15,S,False,1.0062499999999999,Mr,8.049999999999999
567,0,3,"Stoytcheff, Mr. Ilia",male,19.0,0,0,349205,7.8958,S,False,0.4155684210526316,Mr,7.8958
568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29.0,0,4,349909,21.075,S,False,0.7267241379310344,Mrs,4.215
569,0,3,"Doharr, Mr. Tannous",male,28.0,0,0,2686,7.2292,C,False,0.2581857142857143,Mr,7.2292
570,1,3,"Jonsson, Mr. Carl",male,32.0,0,0,350417,7.8542,S,False,0.24544375,Mr,7.8542
571,1,2,"Harris, Mr. George",male,62.0,0,0,S.W./PP 752,10.5,S,False,0.1693548387096774,Mr,10.5
572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53.0,2,0,11769,51.4792,S,False,0.9713056603773584,Mrs,17.15973333333333
573,1,1,"Flynn, Mr. John Irwin (""Irving"")",male,36.0,0,0,PC 17474,26.3875,S,False,0.7329861111111111,Mr,26.3875
574,1,3,"Kelly, Miss. Mary",female,28.0,0,0,14312,7.75,Q,False,0.2767857142857143,Miss,7.75
575,0,3,"Rush, Mr. Alfred George John",male,16.0,0,0,A/4. 20589,8.05,S,False,0.503125,Mr,8.05
576,0,3,"Patchett, Mr. George",male,19.0,0,0,358585,14.5,S,False,0.7631578947368421,Mr,14.5
577,1,2,"Garside, Miss. Ethel",female,34.0,0,0,243880,13.0,S,False,0.38235294117647056,Miss,13.0
578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",female,39.0,1,0,13507,55.9,S,False,1.4333333333333333,Mrs,27.95
579,0,3,"Caram, Mrs. Joseph (Maria Elias)",female,28.0,1,0,2689,14.4583,C,False,0.5163678571428572,Mrs,7.22915
580,1,3,"Jussila, Mr. Eiriik",male,32.0,0,0,STON/O 2. 3101286,7.925,S,False,0.24765625,Mr,7.925
581,1,2,"Christy, Miss. Julie Rachel",female,25.0,1,1,237789,30.0,S,False,1.2,Miss,10.0
582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39.0,1,1,17421,110.8833,C,False,2.8431615384615387,Mrs,36.9611
583,0,2,"Downton, Mr. William James",male,54.0,0,0,28403,26.0,S,False,0.48148148148148145,Mr,26.0
584,0,1,"Ross, Mr. John Hugo",male,36.0,0,0,13049,40.125,C,False,1.1145833333333333,Mr,40.125
585,0,3,"Paulner, Mr. Uscher",male,28.0,0,0,3411,8.7125,C,False,0.3111607142857143,Mr,8.7125
586,1,1,"Taussig, Miss. Ruth",female,18.0,0,2,110413,79.65,S,False,4.425000000000001,Miss,26.55
587,0,2,"Jarvis, Mr. John Denzil",male,47.0,0,0,237565,15.0,S,False,0.3191489361702128,Mr,15.0
588,1,1,"Frolicher-Stehli, Mr. Maxmillian",male,60.0,1,1,13567,79.2,C,False,1.32,Mr,26.400000000000002
589,0,3,"Gilinski, Mr. Eliezer",male,22.0,0,0,14973,8.05,S,False,0.36590909090909096,Mr,8.05
590,0,3,"Murdlin, Mr. Joseph",male,28.0,0,0,A./5. 3235,8.05,S,False,0.28750000000000003,Mr,8.05
591,0,3,"Rintamaki, Mr. Matti",male,35.0,0,0,STON/O 2. 3101273,7.125,S,False,0.20357142857142857,Mr,7.125
592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52.0,1,0,36947,78.2667,C,False,1.5051288461538461,Mrs,39.13335
593,0,3,"Elsbury, Mr. William James",male,47.0,0,0,A/5 3902,7.25,S,False,0.15425531914893617,Mr,7.25
594,0,3,"Bourke, Miss. Mary",female,28.0,0,2,364848,7.75,Q,False,0.2767857142857143,Miss,2.5833333333333335
595,0,2,"Chapman, Mr. John Henry",male,37.0,1,0,SC/AH 29037,26.0,S,False,0.7027027027027027,Mr,13.0
596,0,3,"Van Impe, Mr. Jean Baptiste",male,36.0,1,1,345773,24.15,S,False,0.6708333333333333,Mr,8.049999999999999
597,1,2,"Leitch, Miss. Jessie Wills",female,28.0,0,0,248727,33.0,S,False,1.1785714285714286,Miss,33.0
598,0,3,"Johnson, Mr. Alfred",male,49.0,0,0,LINE,0.0,S,False,0.0,Mr,0.0
599,0,3,"Boulos, Mr. Hanna",male,28.0,0,0,2664,7.225,C,False,0.25803571428571426,Mr,7.225
600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49.0,1,0,PC 17485,56.9292,C,False,1.1618204081632653,Sir,28.4646
601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24.0,2,1,243847,27.0,S,False,1.125,Mrs,6.75
602,0,3,"Slabenoff, Mr. Petco",male,28.0,0,0,349214,7.8958,S,False,0.28199285714285716,Mr,7.8958
603,0,1,"Harrington, Mr. Charles H",male,28.0,0,0,113796,42.4,S,False,1.5142857142857142,Mr,42.4
604,0,3,"Torber, Mr. Ernst William",male,44.0,0,0,364511,8.05,S,False,0.18295454545454548,Mr,8.05
605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",male,35.0,0,0,111426,26.55,C,False,0.7585714285714286,Mr,26.55
606,0,3,"Lindell, Mr. Edvard Bengtsson",male,36.0,1,0,349910,15.55,S,False,0.43194444444444446,Mr,7.775
607,0,3,"Karaic, Mr. Milan",male,30.0,0,0,349246,7.8958,S,False,0.26319333333333333,Mr,7.8958
608,1,1,"Daniel, Mr. Robert Williams",male,27.0,0,0,113804,30.5,S,False,1.1296296296296295,Mr,30.5
609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22.0,1,2,SC/Paris 2123,41.5792,C,False,1.8899636363636363,Mrs,10.3948
610,1,1,"Shutes, Miss. Elizabeth W",female,40.0,0,0,PC 17582,153.4625,S,False,3.8365625000000003,Miss,153.4625
611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39.0,1,5,347082,31.275,S,False,0.8019230769230768,Mrs,4.4678571428571425
612,0,3,"Jardin, Mr. Jose Neto",male,28.0,0,0,SOTON/O.Q. 3101305,7.05,S,False,0.2517857142857143,Mr,7.05
613,1,3,"Murphy, Miss. Margaret Jane",female,28.0,1,0,367230,15.5,Q,False,0.5535714285714286,Miss,7.75
614,0,3,"Horgan, Mr. John",male,28.0,0,0,370377,7.75,Q,False,0.2767857142857143,Mr,7.75
615,0,3,"Brocklebank, Mr. William Alfred",male,35.0,0,0,364512,8.05,S,False,0.23,Mr,8.05
616,1,2,"Herman, Miss. Alice",female,24.0,1,2,220845,65.0,S,False,2.7083333333333335,Miss,16.25
617,0,3,"Danbom, Mr. Ernst Gilbert",male,34.0,1,1,347080,14.4,S,False,0.4235294117647059,Mr,4.8
618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26.0,1,0,A/5. 3336,16.1,S,False,0.6192307692307693,Mrs,8.05
619,1,2,"Becker, Miss. Marion Louise",female,4.0,2,1,230136,39.0,S,True,9.75,Miss,9.75
620,0,2,"Gavey, Mr. Lawrence",male,26.0,0,0,31028,10.5,S,False,0.40384615384615385,Mr,10.5
621,0,3,"Yasbeck, Mr. Antoni",male,27.0,1,0,2659,14.4542,C,False,0.5353407407407408,Mr,7.2271
622,1,1,"Kimball, Mr. Edwin Nelson Jr",male,42.0,1,0,11753,52.5542,S,False,1.2512904761904762,Mr,26.2771
623,1,3,"Nakid, Mr. Sahid",male,20.0,1,1,2653,15.7417,C,False,0.787085,Mr,5.247233333333333
624,0,3,"Hansen, Mr. Henry Damsgaard",male,21.0,0,0,350029,7.8542,S,False,0.3740095238095238,Mr,7.8542
625,0,3,"Bowen, Mr. David John ""Dai""",male,21.0,0,0,54636,16.1,S,False,0.7666666666666667,Mr,16.1
626,0,1,"Sutton, Mr. Frederick",male,61.0,0,0,36963,32.3208,S,False,0.5298491803278689,Mr,32.3208
627,0,2,"Kirkland, Rev. Charles Leonard",male,57.0,0,0,219533,12.35,Q,False,0.21666666666666667,Rev,12.35
628,1,1,"Longley, Miss. Gretchen Fiske",female,21.0,0,0,13502,77.9583,S,False,3.7123,Miss,77.9583
629,0,3,"Bostandyeff, Mr. Guentcho",male,26.0,0,0,349224,7.8958,S,False,0.3036846153846154,Mr,7.8958
630,0,3,"O'Connell, Mr. Patrick D",male,28.0,0,0,334912,7.7333,Q,False,0.2761892857142857,Mr,7.7333
631,1,1,"Barkworth, Mr. Algernon Henry Wilson",male,80.0,0,0,27042,30.0,S,False,0.375,Mr,30.0
632,0,3,"Lundahl, Mr. Johan Svensson",male,51.0,0,0,347743,7.0542,S,False,0.13831764705882352,Mr,7.0542
633,1,1,"Stahelin-Maeglin, Dr. Max",male,32.0,0,0,13214,30.5,C,False,0.953125,Dr,30.5
634,0,1,"Parr, Mr. William Henry Marsh",male,28.0,0,0,112052,0.0,S,False,0.0,Mr,0.0
635,0,3,"Skoog, Miss. Mabel",female,9.0,3,2,347088,27.9,S,True,3.0999999999999996,Miss,4.6499999999999995
636,1,2,"Davis, Miss. Mary",female,28.0,0,0,237668,13.0,S,False,0.4642857142857143,Miss,13.0
637,0,3,"Leinonen, Mr. Antti Gustaf",male,32.0,0,0,STON/O 2. 3101292,7.925,S,False,0.24765625,Mr,7.925
638,0,2,"Collyer, Mr. Harvey",male,31.0,1,1,C.A. 31921,26.25,S,False,0.8467741935483871,Mr,8.75
639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41.0,0,5,3101295,39.6875,S,False,0.9679878048780488,Mrs,6.614583333333333
640,0,3,"Thorneycroft, Mr. Percival",male,28.0,1,0,376564,16.1,S,False,0.5750000000000001,Mr,8.05
641,0,3,"Jensen, Mr. Hans Peder",male,20.0,0,0,350050,7.8542,S,False,0.39271,Mr,7.8542
642,1,1,"Sagesser, Mlle. Emma",female,24.0,0,0,PC 17477,69.3,C,False,2.8874999999999997,Mlle,69.3
643,0,3,"Skoog, Miss. Margit Elizabeth",female,2.0,3,2,347088,27.9,S,True,13.95,Miss,4.6499999999999995
644,1,3,"Foo, Mr. Choong",male,28.0,0,0,1601,56.4958,S,False,2.017707142857143,Mr,56.4958
645,1,3,"Baclini, Miss. Eugenie",female,0.75,2,1,2666,19.2583,C,True,25.677733333333332,Miss,4.814575
646,1,1,"Harper, Mr. Henry Sleeper",male,48.0,1,0,PC 17572,76.7292,C,False,1.5985250000000002,Mr,38.3646
